RA_ICRS,DE_ICRS,Source,e_RA_ICRS,e_DE_ICRS,Plx,e_Plx,PM,pmRA,e_pmRA,pmDE,e_pmDE,RUWE,FG,e_FG,Gmag,FBP,e_FBP,BPmag,FRP,e_FRP,RPmag,BP-RP,RV,e_RV,Vbroad,GRVSmag,QSO,Gal,NSS,XPcont,XPsamp,RVS,EpochPh,EpochRV,MCMCGSP,MCMCMSC,Teff,logg,[Fe/H],Dist,A0,HIP,PS1,SDSS13,SKYM2,TYC2,URAT1,AllWISE,APASS9,GSC23,RAVE5,2MASS,RAVE6,RA_J2000,DE_J2000
56.26336537,23.25301515,6.48795E+16,0.1603,0.1166,0.0505,0.1821,1.102,-0.835,0.226,-0.719,0.145,1,856.54882,1.394763,18.355486,387.151452,9.162149,18.86884,633.703127,11.336061,17.743181,1.125658,,,,,0,0,0,0,0,0,0,0,1,0,4818.1,4.8666,-1.8828,1573.7852,0.0111,,1.35901E+17,,,,URAT1-567027990,J034503.25+231510.6,,NC3R000952,,,,56.26336941,23.25301834
56.26652437,23.25391259,6.48795E+16,0.4486,0.3232,0.3516,0.5128,5.608,-3.365,0.642,-4.486,0.399,1.137,250.14207,1.1044487,19.6919,64.05889146,7.48575,20.822094,273.6905748,8.956279,18.654745,2.167349,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35901E+17,,,,URAT1-567027992,J034503.96+231514.0,,NC3R000955,,03450398+2315142 ,,56.26654065,23.25393253
56.25912129,23.25769507,6.48795E+16,2.8215,2.2935,,,,,,,,,82.85615,1.3002571,20.891556,39.62041846,8.283008,21.343744,107.8101675,23.501488,19.666246,1.677498,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35901E+17,,,,,,,,,,,56.25912129,23.25769507
56.25337458,23.25583487,6.48795E+16,0.1202,0.0868,0.8627,0.1353,5.039,-1.9,0.169,-4.667,0.107,1.008,1373.75486,1.6538991,17.842594,497.5716337,13.318176,18.596403,1299.868965,9.705399,16.963146,1.633257,,,,,0,0,0,0,0,0,0,0,1,1,3937.7,4.839,-0.8032,682.9171,0.0479,,1.35901E+17,,,,URAT1-567027983,J034500.81+231520.9,,NC3R000965,,03450081+2315211 ,,56.25338377,23.25585561
56.26006689,23.26089082,6.48795E+16,0.0398,0.0288,0.8784,0.0439,9.295,-8.427,0.052,-3.921,0.034,1.123,11802.05732,4.353797,15.507473,5097.938871,15.999586,16.070055,9572.791944,12.804588,14.795299,1.274756,,,,,0,0,0,1,0,0,0,0,1,1,5177.9,4.376,-0.3599,931.9554,0.707,,1.35911E+17,,,,URAT1-567027984,J034502.42+231539.1,220829,NC3R000996,,03450243+2315392 ,,56.26010765,23.26090824
56.24775867,23.2659029,6.48795E+16,0.2886,0.237,1.5878,0.3536,13.625,12.064,0.432,-6.331,0.316,1.012,451.47631,1.3933091,19.05078,93.16050788,7.407225,20.415462,568.6539951,7.1628695,17.860775,2.554688,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35911E+17,,,,URAT1-567027972,J034459.46+231557.2,,NC3R001026,,03445946+2315574 ,,56.24770031,23.26593104
56.24042752,23.26679861,6.48795E+16,0.1301,0.0963,0.4623,0.1496,0.621,-0.421,0.182,-0.457,0.12,1.051,1200.34623,1.687655,17.989101,560.5209002,8.654646,18.467062,893.9308293,9.709698,17.369637,1.097426,,,,,0,0,0,0,0,0,0,0,1,1,4825.5,4.8854,-2.1499,1282.2483,0.0145,,1.35921E+17,,,,URAT1-567027964,,,NC3R001044,,03445769+2316005 ,,56.24042956,23.26680064
56.24442879,23.27035434,6.48795E+16,0.7982,0.6753,-0.2765,1.1068,5.04,4.734,1.242,-1.729,0.917,0.983,127.50048,1.1022027,20.423588,43.87340621,6.664039,21.233038,125.5694828,9.230021,19.500685,1.732353,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35921E+17,,,,,J034458.66+231612.9,,NC3R001059,,,,56.24440588,23.27036203
56.24778235,23.27015711,6.48795E+16,0.3913,0.2876,0.344,0.4633,3.924,3.624,0.576,-1.506,0.361,1.009,260.09579,1.1504756,19.649534,89.19991576,9.308085,20.462631,265.6208124,6.189333,18.68724,1.775391,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35921E+17,,,,,J034459.47+231612.5,,NC3R001061,,,,56.24776482,23.2701638
56.27646507,23.27041006,6.48796E+16,0.87,0.7544,-1.8389,1.0204,6.261,6.221,1.413,0.708,1.015,1.045,132.39368,1.0781298,20.382698,33.19357733,5.276771,21.535908,142.9874615,11.677792,19.35965,2.176258,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35921E+17,,,,,J034506.36+231613.5,,NC3R002798,,,,56.27643498,23.27040691
56.26838148,23.27210023,6.48796E+16,0.1041,0.0731,0.8802,0.1125,7.559,-1.73,0.14,-7.359,0.087,1.112,2270.87596,2.266168,17.296883,813.0111046,12.860956,18.063301,2100.724558,16.071941,16.441973,1.621328,,,,,0,0,0,1,0,0,0,0,1,1,4187.5,4.6982,-0.4136,746.016,0.3539,,1.35921E+17,,,,URAT1-567027993,J034504.41+231619.5,,NC3R001075,,03450442+2316197 ,,56.26838985,23.27213293
56.28885509,23.27596377,6.48796E+16,0.1305,0.095,0.1802,0.1463,11.835,6.824,0.185,-9.67,0.121,1.008,1191.05275,1.6827462,17.99754,560.0489973,10.156381,18.467978,880.0462963,10.075319,17.386631,1.081347,,,,,0,0,0,0,0,0,0,0,1,1,4939.8,4.7814,-2.3683,1544.3237,0.0292,,1.35931E+17,,,,URAT1-567028005,J034509.31+231633.2,,NC3R001123,,03450931+2316336 ,,56.28882208,23.27600674
56.27559049,23.27885146,6.48796E+16,0.7507,0.5688,-0.3159,0.9182,3.107,-2.95,1.274,-0.975,0.699,0.998,133.42777,1.0715704,20.37425,60.69145505,12.46082,20.880724,109.1714812,12.1699,19.652622,1.228102,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35931E+17,,,,,,,NC3R002484,,,,56.27560476,23.2788558
56.26915181,23.27549628,6.48796E+16,2.6329,2.0903,,,,,,,,,81.25938,1.223139,20.912683,47.87987852,15.115992,21.138159,110.0942494,17.283503,19.643484,1.494675,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35931E+17,,,,,,,,,,,56.26915181,23.27549628
56.27480841,23.28176849,6.48797E+16,0.2407,0.1686,0.3975,0.276,3.14,-0.691,0.344,-3.063,0.205,1.125,690.30101,1.5128088,18.589771,303.4764549,9.3189335,19.13323,522.491711,10.544319,17.952698,1.180533,,,,,0,0,0,0,0,0,0,0,1,0,4556.2,4.861,-1.4192,1513.5316,0.0053,,1.35931E+17,,,,URAT1-567027998,,,NC3R001151,,,,56.27481175,23.2817821
56.2700124,23.28184658,6.48797E+16,0.2812,0.2063,1.6016,0.3162,29.786,25.935,0.433,-14.649,0.251,1.105,512.07012,1.3922411,18.914043,72.47660594,5.1371136,20.688047,655.2221236,10.19395,17.706924,2.981123,,,,,0,0,0,0,0,0,0,0,1,0,3291.4,4.9633,-0.2035,371.0366,0.5355,,1.35931E+17,,,,URAT1-567027994,J034504.79+231654.7,,NC3R001158,,03450478+2316549 ,,56.26988692,23.28191169
56.27350772,23.29409853,6.48797E+16,0.0809,0.058,2.2309,0.0893,90.705,24.736,0.111,-87.267,0.071,0.995,2685.48168,2.4584255,17.11481,748.9355906,9.854595,18.152431,2811.421637,13.443347,16.12558,2.026852,,,,,0,0,0,1,0,0,0,0,1,1,4277.5,4.6363,-0.1009,573.3726,1.3041,,1.35951E+17,,,,URAT1-567027997,J034505.62+231739.2,,NC3R002605,,03450562+2317402 ,,56.27338803,23.29448639
56.2293252,23.2606828,6.48797E+16,0.1529,0.1158,0.6433,0.1764,3.084,-2.246,0.219,-2.114,0.14,1.006,1031.93015,1.7168319,18.15324,361.7498076,10.035874,18.942522,950.3623558,14.118284,17.303173,1.639349,,,,,0,0,0,0,0,0,0,0,1,1,3982,4.9162,-1.1528,709.7329,0.0168,,1.35911E+17,,,,URAT1-567027957,J034455.02+231538.0,,NC3R000988,,03445504+2315384 ,,56.22933607,23.2606922
56.23299435,23.26268201,6.48797E+16,0.1168,0.0859,0.1156,0.1305,8.337,5.873,0.17,-5.917,0.106,1.001,1497.93618,2.4698586,17.748634,600.4776452,13.1414995,18.3923,1299.55701,11.940849,16.963408,1.428892,,,,,0,0,0,0,0,0,0,0,1,1,4783.6,4.8528,-2.6497,921.5619,0.6739,,1.35911E+17,,,,URAT1-567027959,J034455.91+231545.7,,NC3R001003,,03445591+2315457 ,,56.23296594,23.26270831
56.2282226,23.27354867,6.48797E+16,0.1304,0.095,0.4429,0.1508,2.556,-1.812,0.187,-1.803,0.129,1.041,1358.72447,1.7116789,17.854538,593.0923184,11.217983,18.405737,1139.150544,19.635675,17.106443,1.299294,,,,,0,0,0,0,0,0,0,0,1,1,4400.7,4.7411,-3.3106,917.3653,0.0056,,1.35921E+17,,,,URAT1-567027956,J034454.76+231624.7,,NC3R001080,,03445477+2316250 ,,56.22823136,23.27355669
56.23925137,23.26789628,6.48797E+16,0.5503,0.3949,1.2991,0.6226,9.804,-9.743,0.849,1.094,0.471,0.991,193.74565,1.0375694,19.969288,45.67899057,6.582937,21.18925,239.0507098,8.177499,18.80167,2.387581,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35921E+17,,,,,,,NC3R041641,,,,56.23929851,23.26789142
56.2387353,23.28022202,6.48797E+16,0.164,0.1194,0.5054,0.1858,1.668,1.342,0.236,-0.992,0.147,0.993,881.87048,1.5127488,18.323854,367.198249,9.38756,18.92629,706.8609505,11.802866,17.624561,1.301729,,,,,0,0,0,0,0,0,0,0,1,0,4476.6,4.9178,-1.7171,1103.9198,0.0846,,1.35931E+17,,,,URAT1-567027963,J034457.28+231649.0,,NC3R001140,,03445728+2316485 ,,56.23872881,23.28022642
56.2126938,23.2715427,6.48798E+16,0.1653,0.1192,1.0701,0.1917,7.376,-4.629,0.232,-5.743,0.155,1.007,958.55535,1.6305909,18.233324,367.0349189,15.51485,18.926773,1012.91367,23.524263,17.233965,1.692808,,,,,0,0,0,0,0,0,0,0,1,1,3962.9,4.9268,-1.2651,598.1658,0.4407,,1.35921E+17,,,,,,,,,,,56.21271619,23.27156822
56.21239482,23.28074599,6.48798E+16,0.485,0.3366,-0.5935,0.558,1.233,0.541,0.702,-1.108,0.416,1.032,220.2906,1.0273925,19.829878,127.830537,8.866153,20.071957,158.171542,9.787529,19.250074,0.821882,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35931E+17,,,,,,,NC3R002508,,,,56.2123922,23.28075092
56.21143482,23.28059459,6.48798E+16,1.1514,0.908,2.7494,1.4524,6.282,-4.183,1.924,-4.687,1.255,1.107,104.26389,1.1270893,20.642033,52.14406394,8.934251,21.04553,99.7910185,9.316636,19.750166,1.295364,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35931E+17,,,,,,,,,,,56.21145506,23.28061543
56.23081195,23.28448065,6.48798E+16,0.3078,0.2213,0.2186,0.3558,1.458,-0.51,0.433,-1.365,0.272,1.081,404.50445,1.1664501,19.17006,184.0897145,7.7957125,19.675968,379.3838196,12.431376,18.300198,1.375771,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35941E+17,,,,URAT1-567027958,,,NC3R001175,,,,56.23081441,23.28448671
56.22620884,23.28232032,6.48798E+16,0.2541,0.1811,0.7469,0.2894,15.129,6.189,0.37,-13.805,0.23,0.995,481.05037,1.3135533,18.98189,102.365193,8.792013,20.313162,497.1219723,8.542614,18.006739,2.306423,,,,,0,0,0,0,0,0,0,0,1,0,3447.3,4.6064,-1.4669,432.9627,0.4671,,1.35931E+17,,,,URAT1-567027953,J034454.28+231656.5,,NC3R001152,,03445427+2316564 ,,56.2261789,23.28238168
56.26683388,23.30199815,6.48799E+16,0.5442,0.3658,1.3099,0.6244,5.677,5.045,0.758,2.603,0.448,0.996,190.35859,0.9427249,19.988436,68.26781844,10.41925,20.753002,212.229241,8.7712145,18.930882,1.822121,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35961E+17,,,,,J034504.03+231807.1,,NC3R002844,,,,56.26680946,23.30198658
56.26137438,23.30093756,6.48799E+16,0.2121,0.1528,0.6658,0.2403,10.863,4.364,0.306,-9.948,0.189,1.047,615.52778,1.4794034,18.714249,135.344556,12.413388,20.009941,718.4044592,10.685342,17.606974,2.402968,,,,,0,0,0,0,0,0,0,0,1,0,3691.8,4.8431,-0.4619,542.9208,1.3611,,1.35961E+17,,,,URAT1-567027986,J034502.72+231803.3,,NC3R002655,,03450272+2318035 ,,56.26135326,23.30098177
56.2388997,23.29392272,6.48799E+16,2.5488,2.3278,,,,,,,,,78.23801,1.6538152,20.953823,47.02709045,10.254322,21.157673,77.62039824,14.297444,20.022955,1.134718,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35951E+17,,,,,,,,,,,56.2388997,23.29392272
56.24832003,23.3145079,6.488E+16,0.0791,0.0569,0.81,0.0859,32.405,10.081,0.105,-30.797,0.069,1.872,8993.35985,6.4299464,15.802562,3756.622841,13.320397,16.401548,7771.000173,20.12834,15.021703,1.379846,,,,,0,0,0,1,0,0,0,0,1,1,5428.6,4.6141,-0.8637,632.9998,1.1456,,1.35971E+17,,,,URAT1-567027974,J034459.60+231852.3,220830,NC3R002955,,03445959+2318527 ,,56.24827124,23.31464478
56.80911059,23.11869735,6.4906E+16,1.6105,0.9332,1.8332,1.8946,19.999,18.418,2.02,-7.792,1.214,1.218,98.49632,1.0172063,20.703817,54.18079592,9.662713,21.00393,101.5545666,6.7249823,19.731148,1.272781,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35741E+17,,,,,,,NC3P015486,,,,56.80902158,23.11873198
56.80024549,23.11870449,6.49061E+16,0.7956,0.5157,-1.2617,0.9095,0.753,0.238,1.047,0.714,0.665,0.975,152.34162,0.9924699,20.23032,78.7809031,11.216027,20.59749,122.9657534,8.418964,19.523436,1.074055,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35741E+17,,,,,,,NC3P015487,,,,56.80024434,23.11870132
56.79604025,23.12020559,6.49061E+16,10.4975,7.7889,,,,,,,,,76.00612,2.0787458,20.985245,58.95526816,13.142888,20.912235,140.6331137,13.435243,19.377676,1.534559,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35741E+17,,,,,J034710.97+230712.7,,NC3P015496,,,,56.79604025,23.12020559
56.79293144,23.12360133,6.49061E+16,0.2082,0.1363,0.0915,0.2249,1.315,1.095,0.293,-0.728,0.179,1.026,720.97274,1.3434011,18.54257,344.2289397,14.977393,18.996424,507.7351218,12.056681,17.983803,1.012621,,,,,0,0,0,0,0,0,0,0,1,0,5124.9,4.7978,-1.817,2299.8062,0.0044,,1.35741E+17,,,,URAT1-566027283,J034710.32+230725.3,,NC3P015525,,,,56.79292615,23.12360456
56.79489509,23.12620312,6.49061E+16,0.1969,0.1312,0.0031,0.2149,1.027,0.481,0.278,-0.907,0.172,1.044,724.60514,1.363082,18.537113,338.4202197,14.691179,19.014902,532.3450173,12.3783245,17.932413,1.082489,,,,,0,0,0,0,0,0,0,0,1,0,5015.4,4.7981,-1.8313,2114.4443,0.007,,1.35751E+17,,,,URAT1-566027287,J034710.77+230734.6,,NC3P015544,,,,56.79489277,23.12620715
56.7992894,23.13324287,6.49061E+16,1.0344,0.5932,-0.2118,1.0718,7.732,6.145,1.61,-4.692,0.851,1.091,126.41082,1.0983877,20.432907,53.04306934,9.844405,21.02697,146.589271,12.01176,19.33264,1.69433,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35761E+17,,,,,J034711.82+230759.9,,NC3P015584,,,,56.7992597,23.13326372
56.7478029,23.11885145,6.49062E+16,0.3603,0.2454,0.6243,0.3948,9.827,7.604,0.484,-6.224,0.311,1.07,360.52824,1.1495026,19.29502,103.1827685,8.814986,20.304523,370.9528515,14.914789,18.324598,1.979925,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35741E+17,,,,URAT1-566027240,,,NC3P015488,,03465945+2307079 ,,56.74776615,23.11887911
56.76040228,23.12318212,6.49062E+16,0.3123,0.2092,0.2959,0.3452,0.857,0.776,0.44,0.364,0.268,1.091,452.60459,1.2564851,19.048069,206.4812159,9.383193,19.55134,341.2795851,10.026855,18.41512,1.136221,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35741E+17,,,,URAT1-566027257,J034702.48+230724.1,,NC3P015526,,,,56.76039853,23.1231805
56.75015798,23.12720487,6.49062E+16,0.0709,0.047,0.303,0.0769,2.126,-0.114,0.098,-2.123,0.059,0.965,3795.33573,2.5550792,16.73924,1951.66587,12.307449,17.112528,2611.885333,11.543561,16.205511,0.907017,,,,,0,0,0,1,0,0,0,0,1,1,5351.4,4.6247,-1.2867,1400.7908,0.0196,,1.35751E+17,,,,URAT1-566027243,J034700.03+230737.9,,NC3P015555,,03470003+2307378 ,,56.75015852,23.1272143
56.76758936,23.12518885,6.49062E+16,2.0952,1.7284,,,,,,,,,101.23165,1.5434164,20.674076,64.84235844,7.4195085,20.808895,96.38823275,10.131194,19.787836,1.021059,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35751E+17,,,,,,,NC3P015538,,,,56.76758936,23.12518885
56.78708386,23.1291632,6.49063E+16,2.1691,2.6509,,,,,,,,,83.44399,1.3948017,20.883879,25.36728089,14.533719,21.827858,125.6927424,18.927248,19.49962,2.328238,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35751E+17,,,,,,,,,,,56.78708386,23.1291632
56.79210081,23.13338435,6.49063E+16,1.0389,0.5884,1.7702,1.25,37.608,6.448,1.615,-37.051,0.741,1.011,148.77981,1.1912023,20.256006,31.19345314,7.6482725,21.603384,216.0646746,16.39502,18.911436,2.691948,,,,,0,0,0,0,0,0,0,0,0,0,,,,,,,1.35761E+17,,,,,J034710.07+230800.9,,NC3P022524,,,,56.79206965,23.13354902
56.79020833,23.13508142,6.49063E+16,0.1422,0.0947,0.3886,0.1696,5.455,-3.01,0.187,-4.549,0.113,0.928,1455.17401,1.860593,17.780079,647.3784376,12.398229,18.310646,1127.988429,13.488801,17.117134,1.193512,,,,,0,0,0,0,0,0,0,0,1,1,4708.3,4.8233,-1.4737,1190.9614,0.0073,,1.35761E+17,,,,URAT1-566027282,,,NC3P015595,,03470967+2308061 ,,56.79022288,23.13510164
